"","hgnc_symbol","uniprot_gn_id"
"51332","HBG1","P69891"
"51333","HBG1","A0A0J9YYA3"
"51334","HBG1","D9YZU8"
"51335","TMED1","Q13445"
"51336","TMED1","K7ERK5"
"51337","TMED1","K7ER03"
"51338","TMED1","K7EQ63"
"51339","TMED1","K7ES06"
"51340","TMED1","K7EIN4"
"51341","FCRLA","Q5VXA5"
"51342","GPSM2","A0A024R0F8"
"51343","GPSM2","B0QZD0"
"51344","GPSM2","A0A2R8Y896"
"51345","GPSM2","A0A2R8Y673"
"51346","GPSM2","Q5T1N9"
"51347","GPSM2","B0QZC9"
"51348","OR52N1","Q8NH53"
"51349","GRPEL1","Q9HAV7"
"51350","OR51I2","Q9H344"
"51351","OR51I2","A0A126GVE9"
"51352","LEPROT","O15243"
"51353","LEPROT","A0A3B3ITV1"
"51354","LEPROT","A0A3B3ISI6"
"51355","LEPROT","A0A087X0N2"
"51356","LEPROT","A0A3B3ISI8"
"51357","PTCRA","Q6ISU1"
"51358","PTCRA","A0A087WTE9"
"51359","OR51B6","Q9H340"
"51360","OR52B5P",""
"51361","OR51AB1P",""
"51362","DNM2","P50570"
"51363","DNM2","K7EMR9"
"51364","DNM2","K7EPK9"
"51365","DNM2","K7EMQ3"
"51366","TRIM6-TRIM34","B2RNG4"
"51367","PDE4DIP","Q5VU43"
"51368","PDE4DIP","A0A075B749"
"51369","PDE4DIP","A0A087WVF8"
"51370","PDE4DIP","E9PQG4"
"51371","PDE4DIP","A0A087WVQ4"
"51372","PDE4DIP","A0A087WYE4"
"51373","PDE4DIP","A0A087WX83"
"51374","PDE4DIP","A0A0A0MRM1"
"51375","PDE4DIP","E9PS60"
"51376","PDE4DIP","A0A087WWK4"
"51377","PDE4DIP","A0A087WWY1"
"51378","PDE4DIP","A0A087X041"
"51379","PDE4DIP","E9PJK3"
"51380","PDE4DIP","A0A087WWI2"
"51381","PDE4DIP","A0A087X229"
"51382","PDE4DIP","E9PNE0"
"51383","PDE4DIP","E9PJU0"
"51384","KIAA1109","Q2LD37"
"51385","KIAA1109","H7C2X5"
"51386","KIAA1109","H0Y781"
"51387","KIAA1109","H7C3N8"
"51388","SLC35A1","P78382"
"51389","SLC35A1","Q5W1L7"
"51390","SLC35A1","A0A087WVM1"
"51391","PINLYP","A6NC86"
"51392","LINC02447",""
"51393","RPA2P1",""
"51394","ANKRD20A10P",""
"51395","SAMD11","Q96NU1"
"51396","SAMD11","I7G285"
"51397","SAMD11","A0A087X2A3"
"51398","SAMD11","A0A087X223"
"51399","SAMD11","A0A087X1J5"
"51400","SAMD11","A0A087WYW1"
"51401","SAMD11","A0A087WXB3"
"51402","SAMD11","A6PWC8"
"51403","SAMD11","Q5SV95"
"51404","SAMD11","A0A087WX24"
"51405","SAMD11","A0A087WYU3"
"51406","TRIM22","Q8IYM9"
"51407","TRIM22","C9JWC5"
"51408","TRIM22","C9J060"
"51409","TRIM22","C9JIU5"
"51410","TRIM22","H7C2K0"
"51411","","Q9UP10"
"51412","","A0A1B0GW34"
"51413","","Q2TA70"
"51414","C1GALT1C1","Q96EU7"
"51415","PITPNM2","Q9BZ72"
"51416","PITPNM2","S4R414"
"51417","PITPNM2","F5H664"
"51418","STX16-NPEPL1","H3BU86"
"51419","RPS6KL1","Q9Y6S9"
"51420","RPS6KL1","H0YJ80"
"51421","RPS6KL1","H0YJ58"
"51422","FBXW7-AS1",""
"51423","RPL12P43",""
"51424","NPEPL1","Q8NDH3"
"51425","FBXW7","Q969H0"
"51426","FBXW7","G0Z2K0"
"51427","FBXW7","S4R3U4"
"51428","FBXW7","S4R3N3"
"51429","ST8SIA2","Q92186"
"51430","ST8SIA2","C6G488"
"51431","ST8SIA2","B2R9U8"
"51432","ST8SIA2","G3V2T1"
"51433","SBDS","Q9Y3A5"
"51434","SBDS","F8WE72"
"51435","SBDS","A0A0S2Z5I7"
"51436","SBDS","A0A087X020"
"51437","HNRNPFP1",""
"51438","APOBR","Q0VD83"
"51439","SLC36A1","Q7Z2H8"
"51440","SLC36A1","E5RHG5"
"51441","SLC36A1","E5RI40"
"51442","SLC36A1","E5RG64"
"51443","SLC36A1","E7EW39"
"51444","SLC36A1","H0YB60"
"51445","VN1R38P",""
"51446","TINAG","Q9UJW2"
"51447","TINAG","Q5T471"
"51448","TINAG","Q5T466"
"51449","SAPCD2P1",""
"51450","ST13P16",""
"51451","ZNF735","P0CB33"
"51452","DPEP3","Q9H4B8"
"51453","ZNF679","Q8IYX0"
"51454","SULT2B1","O00204"
"51455","CFAP206","Q8IYR0"
"51456","CFAP206","D6RBZ4"
"51457","CFAP206","D6R9L9"
"51458","FCRLB","Q6BAA4"
"51459","NPIPB7","O75200"
"51460","NPIPB7","I3L0I5"
"51461","NPIPB7","A0A494C1T1"
"51462","DMRTC2","Q8IXT2"
"51463","DMRTC2","B4DX56"
"51464","DMRTC2","M0R2D7"
"51465","DMRTC2","M0R1Z9"
"51466","DMRTC2","M0QZH7"
"51467","STAMBP","O95630"
"51468","STAMBP","C9JEK5"
"51469","STAMBP","C9JZ93"
"51470","STAMBP","F5H5B9"
"51471","STAMBP","C9JK83"
"51472","TYW1","Q9NV66"
"51473","TYW1","A0A087WUV9"
"51474","TYW1","C9J9Q4"
"51475","BMS1P7",""
"51476","SIX4","Q9UIU6"
"51477","SIX4","G3V2N2"
"51478","MIOX","Q9UGB7"
"51479","MIOX","A6PVH2"
"51480","MIOX","A6PVH4"
"51481","GEMIN2","O14893"
"51482","GEMIN2","G5EA29"
"51483","GEMIN2","S4R421"
"51484","GEMIN2","A0A3B3IU42"
"51485","TMEM86B","Q8N661"
"51486","LSM3P3",""
"51487","U2SURP","O15042"
"51488","U2SURP","E7EW00"
"51489","U2SURP","C9JDJ7"
"51490","U2SURP","E7ET15"
"51491","U2SURP","U3KPT1"
"51492","U2SURP","H0Y8D9"
"51493","U2SURP","C9J5L1"
"51494","TAGLN3","Q9UI15"
"51495","TAGLN3","C9JCX3"
"51496","TAGLN3","C9J5W6"
"51497","TAGLN3","H7C5N2"
"51498","RPS24P7",""
"51499","PTPN20CP",""
"51500","CNPY3","Q9BT09"
"51501","CNPY3","A0A0C4DFY8"
"51502","PPP6R1","Q9UPN7"
"51503","PPP6R1","K7EM28"
"51504","ZP1","P60852"
"51505","ZP1","V9HWI9"
"51506","PITPNM2-AS1",""
"51507","PCGF1","Q9BSM1"
"51508","TBL1XR1-AS1",""
"51509","PDGFB","P01127"
"51510","PDGFB","A9UJN9"
"51511","PDGFB","A9UJP0"
"51512","TBL1XR1","Q9BZK7"
"51513","TBL1XR1","A0A0D9SF63"
"51514","TBL1XR1","C9JLJ1"
"51515","TBL1XR1","C9JCK0"
"51516","TBL1XR1","C9JBN1"
"51517","TBL1XR1","C9IYU9"
"51518","TBL1XR1","F8W9D8"
"51519","TBL1XR1","C9J7E1"
"51520","TBL1XR1","A0A0D9SF25"
"51521","TBL1XR1","C9JCW4"
"51522","TBL1XR1","C9J3H2"
"51523","TBL1XR1","C9JY82"
"51524","TBL1XR1","C9JEC9"
"51525","TBL1XR1","C9J903"
"51526","TBL1XR1","A0A1B0GUU2"
"51527","TBL1XR1","A0A0D9SEW5"
"51528","TBL1XR1","C9JTW8"
"51529","TBL1XR1","A0A0D9SFS8"
"51530","FEN1P1",""
"51531","UBQLN3","Q9H347"
"51532","UBQLN3","A0A140VJZ3"
"51533","UBQLN3","C9IYQ4"
"51534","HFM1","A2PYH4"
"51535","HFM1","C9JA44"
"51536","HFM1","C9JQP7"
"51537","HFM1","C9JQ07"
"51538","LINC02687",""
"51539","HTR2A","P28223"
"51540","HTR2A","A0A087WZJ9"
"51541","TRIM34","Q9BYJ4"
"51542","CBX5","P45973"
"51543","CBX5","V9HWG0"
"51544","CBX5","F8VNY3"
"51545","FAM204BP",""
"51546","EEF1A1P32",""
"51547","STX16","O14662"
"51548","STX16","E9PND6"
"51549","STX16","Q96NX8"
"51550","STX16","F8W9Z6"
"51551","STX16","B7ZBM5"
"51552","STX16","B7ZBM4"
"51553","STX16","E9PLV7"
"51554","STX16","B7ZBM8"
"51555","GUCA2B","Q16661"
"51556","HTR2A-AS1",""
"51557","PYGO1","Q9Y3Y4"
"51558","DENND1B","Q6P3S1"
"51559","DENND1B","B3KR95"
"51560","DENND1B","B7ZBL5"
"51561","RALB","P11234"
"51562","RALB","F8WEQ6"
"51563","RALB","A0A024RAG3"
"51564","RALB","C9J6B1"
"51565","RALB","C9JYR1"
"51566","RALB","C9JQB3"
"51567","PA2G4P1",""
"51568","RFKP2",""
"51569","CT47B1","P0C2W7"
"51570","GNG5P5",""
"51571","GUCA2A","Q02747"
"51572","PAGE2B","Q5JRK9"
"51573","PAGE2B","Q5JRL0"
"51574","CDKN2AIP","Q9NXV6"
"51575","CDKN2AIP","D6RGD2"
"51576","CDKN2AIP","J3KNE1"
"51577","FAM161A","Q3B820"
"51578","FAM161A","F8WCZ8"
"51579","FAM161A","F8W731"
"51580","ENO1P2",""
"51581","ERN2","Q76MJ5"
"51582","ERN2","E7ETG2"
"51583","ERN2","H3BSU1"
"51584","ERN2","H3BTW8"
"51585","ERN2","H3BUU2"
"51586","HNRNPA1","P09651"
"51587","HNRNPA1","A0A024RAZ7"
"51588","HNRNPA1","A0A024RB53"
"51589","HNRNPA1","F8W6I7"
"51590","HNRNPA1","H0YH80"
"51591","HNRNPA1","F8VZ49"
"51592","HNRNPA1","F8VYN5"
"51593","HNRNPA1","F8VTQ5"
"51594","HNRNPA1","F8W646"
"51595","OR51K1P",""
"51596","FAM83E","Q2M2I3"
"51597","FAM83E","M0QZ37"
"51598","VPS29","Q9UBQ0"
"51599","VPS29","F8VXU5"
"51600","VPS29","Q05DG7"
"51601","OLFM5P",""
"51602","OR52V1P",""
"51603","VTI1BP2",""
"51604","PPIAP89",""
"51605","PAGE2","Q7Z2X7"
"51606","PAGE2","X6R922"
"51607","PAGE2","X6RD31"
"51608","OR52Q1P",""
"51609","OR52P1P",""
"51610","SPACA4","Q8TDM5"
"51611","SPACA4","A0A140VJU1"
"51612","OR51M1","Q9H341"
"51613","OR52E8","Q6IFG1"
"51614","OR52E8","A0A126GVH0"
"51615","LINC01093",""
"51616","OR51I1","Q9H343"
"51617","OR51I1","A0A126GWE7"
"51618","VDAC1P2",""
"51619","ZFP3","Q96NJ6"
"51620","OR51Q1","Q8NH59"
"51621","SALL1P1",""
"51622","BCYRN1",""
"51623","HBG2","P69892"
"51624","HBG2","D9YZU9"
"51625","HBG2","A0A0J9YYA3"
"51626","HBG2","E9PBW4"
"51627","STARD13-IT1",""
"51628","RPS19","P39019"
"51629","RPS19","B0ZBD0"
"51630","RPS19","A0A075B6E2"
"51631","RPS19","M0QYF7"
"51632","RPS19","M0R140"
"51633","RPS19","M0R2L9"
"51634","DHDDS","Q86SQ9"
"51635","DHDDS","Q5T0A1"
"51636","DHDDS","Q5T0A0"
"51637","DHDDS","E9PKJ5"
"51638","DHDDS","Q5T0A6"
"51639","DHDDS","Q5T0A3"
"51640","DHDDS","E9PL99"
"51641","DHDDS","E9PI64"
"51642","DHDDS","E9PI09"
"51643","DHDDS","E9PSH7"
"51644","DHDDS","Q5T0A2"
"51645","DHDDS","E9PR24"
"51646","DHDDS","E9PRS7"
"51647","NRBF2","Q96F24"
"51648","EPCAM-DT",""
"51649","OR51A10P",""
"51650","TAS2R16","Q9NYV7"
"51651","DEPDC7","Q96QD5"
"51652","LINC00648",""
"51653","LINC02526",""
"51654","OR56B2P",""
"51655","RAD9B","B4DYM6"
"51656","RAD9B","J3KPN7"
"51657","RAD9B","B4DX60"
"51658","RAD9B","A0A024RBN9"
"51659","RAD9B","H7BY23"
"51660","OR52E6","Q96RD3"
"51661","OR52E6","J3KPH0"
"51662","OR52E6","A0A126GVK5"
"51663","NELL2","Q99435"
"51664","NELL2","A0A024R0X1"
"51665","NELL2","F8VZ72"
"51666","NELL2","F8W1I8"
"51667","NELL2","F8W1A2"
"51668","NELL2","H0YIT4"
"51669","NELL2","F8VXR5"
"51670","NELL2","F8VRQ0"
"51671","NELL2","F8VVB6"
"51672","PGAM1P12",""
"51673","GPT","P24298"
"51674","IFFO1","Q0D2I5"
"51675","IFFO1","F8W8H2"
"51676","IFFO1","E9PPX7"
"51677","IFFO1","A0A087WZ16"
"51678","TRIM6","Q9C030"
"51679","TRIM6","E9PFM0"
"51680","TRIM6","C9JNQ0"
"51681","ATP6AP1","A0A0C4DGX8"
"51682","ATP6AP1","Q15904"
"51683","ATP6AP1","F2Z3L8"
"51684","ATP6AP1","H7C2Y8"
"51685","ATP6AP1","A6QRJ1"
"51686","ATP6AP1","A6NLC6"
"51687","PRTG","Q2VWP7"
"51688","PRTG","H0YLT7"
"51689","PRTG","H0YKD6"
"51690","PRTG","H0YLD1"
"51691","ASPG","Q86U10"
"51692","ASPG","G3V1Y8"
"51693","ASPG","H0YHD3"
"51694","MRPS35P3",""
"51695","TRIM60P18",""
"51696","VN1R40P",""
"51697","YWHAEP1",""
"51698","YBX1P1",""
"51699","LDHA","P00338"
"51700","LDHA","F5GXU1"
"51701","LDHA","F5GWW2"
"51702","LDHA","V9HWB9"
"51703","LDHA","F5GXY2"
"51704","LDHA","F5H8H6"
"51705","LDHA","F5GZQ4"
"51706","LDHA","F5GXC7"
"51707","LDHA","F5H5J4"
"51708","LDHA","F5H6W8"
"51709","LDHA","F5GXH2"
"51710","LDHA","F5GYU2"
"51711","CHST1","O43916"
"51712","ZNF736","B4DX44"
"51713","KIF20B","Q96Q89"
"51714","KIF20B","A0A0A0MSJ5"
"51715","ZNF680P1",""
"51716","PLK1","P53350"
"51717","PLK1","I3L387"
"51718","PLK1","I3L309"
"51719","PLK1","I3L2H5"
"51720","FAM104B","Q5XKR9"
"51721","USP6","P35125"
"51722","USP6","Q15635"
"51723","ZSWIM5","Q9P217"
"51724","CD79A","P11912"
"51725","CD79A","M0QX61"
"51726","C1orf53","Q5VUE5"
"51727","PPP1R16A","Q96I34"
"51728","PPP1R16A","A0A087WWZ0"
"51729","ANO3","Q9BYT9"
"51730","ANO3","E9PKW2"
"51731","ANO3","E9PQ79"
"51732","LINC01144",""
"51733","OSTCP5",""
"51734","LHX9","Q9NQ69"
"51735","LHX9","H0Y330"
"51736","LHX9","H0YL54"
"51737","LHX9","A0A0C4DGY4"
"51738","LHX9","A0A087X083"
"51739","RPL18P1",""
"51740","RPL21P107",""
"51741","LINC00567",""
"51742","LINC00346",""
"51743","MTCO1P52",""
"51744","IPMK","Q8NFU5"
"51745","SLC13A1","Q9BZW2"
"51746","SLC13A1","A4D0X1"
"51747","SLC13A1","F8WEM4"
"51748","SLC13A1","F8WEH1"
"51749","SLC13A1","F5GYP1"
"51750","MTND2P24",""
"51751","COX5A","P20674"
"51752","COX5A","H3BRM5"
"51753","COX5A","H3BRI0"
"51754","COX5A","H3BV69"
"51755","COX5A","H3BNX8"
"51756","ELOCP24",""
"51757","PRR14","Q9BWN1"
"51758","PRR14","A0A024QZB5"
"51759","PRR14","H3BND2"
"51760","PRR14","H3BQL8"
"51761","TRPC6P",""
"51762","SUMO1P1",""
"51763","RPL3","P39023"
"51764","RPL3","G5E9G0"
"51765","RPL3","H7C422"
"51766","RPL3","F8WCR1"
"51767","RPL3","B5MCW2"
"51768","GNA15","K7EP74"
"51769","MNAT1","P51948"
"51770","MNAT1","A0A024R688"
"51771","MNAT1","A0A024R669"
"51772","MNAT1","H0YJ92"
"51773","MNAT1","H0YJF2"
"51774","HPF1","Q9NWY4"
"51775","UXS1","Q8NBZ7"
"51776","UXS1","C9JE50"
"51777","UXS1","C9JCB7"
"51778","UXS1","C9JFU6"
"51779","UXS1","C9J3T9"
"51780","UXS1","C9JW33"
"51781","FAM149B1P1",""
"51782","NFE2","Q16621"
"51783","NFE2","A8K3E0"
"51784","NFE2","F8W1N9"
"51785","CLNS1AP1",""
"51786","HERPUD2","Q9BSE4"
"51787","HERPUD2","A0A024RA77"
"51788","HERPUD2","C9JDD7"
"51789","HERPUD2","C9J4Q7"
"51790","HERPUD2","C9JV48"
"51791","RNF17","Q9BXT8"
"51792","RNF17","Q5T6R1"
"51793","RNF17","Q5T2J8"
"51794","CEP55","Q53EZ4"
"51795","DUSP12","Q9UNI6"
"51796","DUSP12","V9GY92"
"51797","DUSP12","V9GYV5"
"51798","PTGES3P3",""
"51799","ING2","Q9H160"
"51800","ING2","C9J4X5"
"51801","LINC01396",""
"51802","PRR13P1",""
"51803","NEK7","Q8TDX7"
"51804","NEK7","A0A024R964"
"51805","NEK7","C9J1H8"
"51806","NEK7","F8WAG2"
"51807","NEK7","F5H3U7"
"51808","TCF7L1-IT1",""
"51809","TCF7L1","Q9HCS4"
"51810","TCF7L1","C9JPE3"
"51811","STK24-AS1",""
"51812","OR56B1","Q8NGI3"
"51813","RNF113B","Q8IZP6"
"51814","PAQR9-AS1",""
"51815","RWDD4","Q6NW29"
"51816","RWDD4","K4DI92"
"51817","RWDD4","E7EV43"
"51818","RWDD4","D6R9C7"
"51819","RWDD4","D6RDH6"
"51820","RWDD4","D6RCM5"
"51821","BRD1","O95696"
"51822","BRD1","A0A024R4W4"
"51823","BRD1","A0A024R4V5"
"51824","BRD1","J3KQ61"
"51825","HNRNPA1P53",""
"51826","ACTR3","P61158"
"51827","ACTR3","B4DXW1"
"51828","ACTR3","F8WDR7"
"51829","ACTR3","F8WEW2"
"51830","ACTR3","A0A024RAI1"
"51831","ACTR3","F8WE84"
"51832","OR52E7P",""
"51833","OR51B3P",""
"51834","COPZ1","P61923"
"51835","COPZ1","F8W156"
"51836","COPZ1","F8VXR1"
"51837","COPZ1","F8VYZ4"
"51838","COPZ1","F8VYE0"
"51839","COPZ1","F8VYK5"
"51840","COPZ1","F8VVA7"
"51841","COPZ1","F8W651"
"51842","COPZ1","F8VXB1"
"51843","COPZ1","F8VUC5"
"51844","COPZ1","A0A024RB72"
"51845","HNRNPA1P31",""
"51846","PWWP2AP1",""
"51847","TMPRSS7","Q7RTY8"
"51848","TMPRSS7","G3V1W5"
"51849","TMPRSS7","F8WCZ2"
"51850","OR52E4","Q8NGH9"
"51851","OR51B2","Q9Y5P1"
"51852","OR51B2","A0A126GWB2"
"51853","FARP1","Q9Y4F1"
"51854","FARP1","C9JME2"
"51855","FARP1","A0A2X0TVY0"
"51856","FARP1","A0A1B0GV68"
"51857","FARP1","M0QYB0"
"51858","FARP1","H0Y783"
"51859","PAQR9","Q6ZVX9"
"51860","PAQR9","H7C5S8"
"51861","ARF4P4",""
"51862","TRIM5","Q9C035"
"51863","TRIM5","E7EQQ5"
"51864","TRIM5","C9JWN8"
"51865","WASH6P",""
"51866","SRMP2",""
"51867","TDGF1P3",""
"51868","ATF6","P18850"
"51869","LINC00377",""
"51870","TRMT5","G3V494"
"51871","TRMT5","G3V5X1"
"51872","RPL10P10",""
"51873","ANO3-AS1",""
"51874","ZNF232","I3L4H6"
"51875","ZNF232","I3L4J6"
"51876","TPT1P10",""
"51877","DPPA3P3",""
"51878","MUC15","Q8N387"
"51879","MUC15","A0A0A0MT67"
"51880","MUC15","A0A0A0MTD6"
"51881","MUC15","A0A3B3IU37"
"51882","LINC00564",""
"51883","SPATA8-AS1",""
"51884","RPSAP44",""
"51885","LINC02437",""
"51886","RBM48","Q5RL73"
"51887","RBM48","C9J787"
"51888","SLC38A6","Q8IZM9"
"51889","SLC38A6","H0YE10"
"51890","SLC38A6","E9PM79"
"51891","SLC38A6","H0YJG2"
"51892","SLC38A6","G3V3H5"
"51893","SLC38A6","A0A0C4DG39"
"51894","SLC38A6","H0YF42"
"51895","SLC38A6","E9PMA3"
"51896","SLC38A6","H0YJ85"
"51897","CENPA","P49450"
"51898","CENPA","F8WD88"
"51899","FAM86JP",""
"51900","TRIM29","Q14134"
"51901","TRIM29","A0A024R3J1"
"51902","TRIM29","E9PJD4"
"51903","TRIM29","E9PLI4"
"51904","TRIM29","E9PI31"
"51905","TRIM29","H0YF27"
"51906","TRIM29","E9PPX1"
"51907","TRIM29","E9PM74"
"51908","TRIM29","E9PIQ2"
"51909","TRIM29","E9PJ94"
"51910","TRIM29","E9PRL4"
"51911","OLFML2B","Q68BL8"
"51912","OLFML2B","F2Z3N3"
"51913","OLFML2B","H0YE85"
"51914","OLFML2B","H0YEW8"
"51915","CCNJ","Q5T5M9"
"51916","FAM160B2","Q86V87"
"51917","FAM160B2","F2Z2X3"
"51918","GPR78","Q96P69"
"51919","GPR78","B2R7M4"
"51920","GPR78","D6RB95"
"51921","ALG1L","Q6GMV1"
"51922","ALG1L","A0A087WZJ8"
"51923","FOXJ3","Q9UPW0"
"51924","FOXJ3","C9JVP0"
"51925","FOXJ3","H7C1Y6"
"51926","FOXJ3","C9JXI1"
"51927","FOXJ3","F6VXT0"
"51928","LINC02275",""
"51929","HPDL","Q96IR7"
"51930","MTND1P30",""
"51931","IL9R","Q01113"
"51932","RTN4RL2","Q86UN3"
"51933","RTN4RL2","G3V1D7"
"51934","LIG1","P18858"
"51935","LIG1","B4E135"
"51936","LIG1","M0R1S4"
"51937","LIG1","M0R1G7"
"51938","LIG1","M0QY71"
"51939","LIG1","M0R0Q7"
"51940","LIG1","F5GZ28"
"51941","MTRNR2L10","P0CJ77"
"51942","DPEP2","Q9H4A9"
"51943","DPEP2","I3L4H3"
"51944","DPEP2","J3QLL2"
"51945","DPEP2","I3L348"
"51946","DPEP2","J3KSU4"
"51947","PAGE5","Q96GU1"
"51948","PAGE5","Q5JUL1"
"51949","SLC35F6","Q8N357"
"51950","SLC35F6","F8WCT7"
"51951","SLC35F6","F8WB19"
"51952","ZC3H10","Q96K80"
"51953","ZC3H10","F8VSG0"
"51954","ZC3H10","F8VYY3"
"51955","ZC3H10","F8VQT2"
"51956","ROPN1B","Q9BZX4"
"51957","ROPN1B","D6RAA3"
"51958","ROPN1B","D6RA85"
"51959","ROPN1B","D6RCR2"
"51960","ENTPD1","P49961"
"51961","ENTPD1","A0A0U1RR44"
"51962","ENTPD1","A0A0U1RQZ5"
"51963","ENTPD1","A0A1W2PQK8"
"51964","SCAMP5","Q8TAC9"
"51965","SCAMP5","H3BP89"
"51966","SCAMP5","H3BT30"
"51967","SCAMP5","H3BNH7"
"51968","SCAMP5","A0A0A8K8F5"
"51969","SCAMP5","H3BNB3"
"51970","SCAMP5","H3BU33"
"51971","SCAMP5","H3BTD1"
"51972","SCAMP5","H3BNW6"
"51973","SCAMP5","H3BMY4"
"51974","SCAMP5","H3BS22"
"51975","CPZ","Q66K79"
"51976","CPZ","D6RBI5"
"51977","TROAP","Q12815"
"51978","TROAP","F8VR46"
"51979","TROAP","B7Z5Q9"
"51980","TROAP","F8VVT5"
"51981","TROAP","F8VVS4"
"51982","TROAP","F8W130"
"51983","TROAP","F8VXV6"
"51984","TROAP","F8VVX4"
"51985","TROAP","F8W052"
"51986","TROAP","F8W1E3"
"51987","TROAP","F8VXF3"
"51988","TROAP","F8W1U0"
"51989","HIGD1AP2",""
"51990","ESYT1","Q9BSJ8"
"51991","ESYT1","A0A024RB16"
"51992","ESYT1","A0A024RB17"
"51993","ESYT1","F8VZB1"
"51994","","F8W6W0"
"51995","DDX11L16",""
"51996","WASIR1",""
"51997","NDUFA10","O95299"
"51998","NDUFA10","C9J6X0"
"51999","NDUFA10","Q8N1B9"
"52000","NDUFA10","E7ESZ7"
"52001","NDUFA10","H7C2X4"
"52002","NDUFA10","F8WEH0"
"52003","NDUFA10","H7C2W5"
"52004","NDUFA10","A0A087WXC5"
"52005","NDUFA10","A0A024R4B3"
"52006","SPATA46","Q5T0L3"
"52007","SPATA46","V9GYQ4"
"52008","C12orf65","Q9H3J6"
"52009","C12orf65","F5GWJ6"
"52010","C12orf65","F5H5V8"
"52011","C12orf65","F5H4X5"
"52012","NOS1AP","O75052"
"52013","NOS1AP","E9PIP8"
"52014","NOS1AP","E9PSG0"
"52015","STK32A-AS1",""
"52016","PTMAP5",""
"52017","GYG1P2",""
"52018","OR51B5","Q9H339"
"52019","OR51B5","A0A2R8Y7B5"
"52020","NUDT18","Q6ZVK8"
"52021","NUDT18","A0A087WW30"
"52022","LYPLA1P1",""
"52023","CDK2AP1","O14519"
"52024","CDK2AP1","F5GZF0"
"52025","SLITRK1","Q96PX8"
"52026","FBRS","Q9HAH7"
"52027","FBRS","J3KNZ9"
"52028","AMN","Q9BXJ7"
"52029","DUS2","Q9NX74"
"52030","DUS2","A0A024R6Z7"
"52031","DUS2","E7EUN9"
"52032","DUS2","H3BRI6"
"52033","DUS2","H3BQX4"
"52034","DUS2","I3L4Y9"
"52035","DUS2","H3BTR3"
"52036","DUS2","I3L4H0"
"52037","DUS2","H3BM64"
"52038","DUS2","J3QLD5"
"52039","DUS2","H3BMK6"
"52040","DUS2","I3L1K5"
"52041","DUS2","I3L0K0"
"52042","DUS2","H3BSF3"
"52043","VENTXP2",""
"52044","GFPT1","Q06210"
"52045","PHC2","Q8IXK0"
"52046","PHC2","B3KPJ4"
"52047","PHC2","A0A0A0MSI2"
"52048","OR52D1","Q9H346"
"52049","OR52D1","A0A126GVG9"
"52050","SPATA8",""
"52051","OR52H1","Q8NGJ2"
"52052","OR52H1","A0A126GWQ6"
"52053","OR52E5","Q8NH55"
"52054","AOC1","P19801"
"52055","AOC1","C9J0G8"
"52056","AOC1","C9J2J4"
"52057","C1orf226","A1L170"
"52058","RNF138P1",""
"52059","SCAT2",""
"52060","TEAD4","Q53GI4"
"52061","TEAD4","H0Y7B0"
"52062","TEAD4","H0YGS2"
"52063","TEAD4","A0A0A0MRF3"
"52064","TEAD4","H0YFK0"
"52065","TEAD4","H0YFF9"
"52066","MTREX","P42285"
"52067","MTREX","D6REC7"
"52068","PPTC7","Q8NI37"
"52069","MOB3A","Q96BX8"
"52070","MOB3A","K7ESI3"
"52071","MOB3A","K7ELS3"
"52072","MOB3A","K7EPX7"
"52073","MOB3A","K7ESA9"
"52074","MOB3A","K7EKK6"
"52075","PPP1R9B","Q96SB3"
"52076","RPL13P6",""
"52077","CWC25","Q9NXE8"
"52078","CWC25","A0A087WVL7"
"52079","CWC25","A0A087WY60"
"52080","CDC42BPB","Q9Y5S2"
"52081","CDC42BPB","A0A024R6N2"
"52082","CDC42BPB","A0A0U1RRC3"
"52083","LINC02532",""
"52084","RPL21P90",""
"52085","HELT","A6NFD8"
"52086","HELT","A0A087WSW0"
"52087","SH2D1B","O14796"
"52088","ENTPD1-AS1",""
"52089","STK24","Q9Y6E0"
"52090","STK24","Q5U0E6"
"52091","STK24","B4DR80"
"52092","STK24","Q5JV99"
"52093","STK24","Q5JV98"
"52094","H3F3B","P84243"
"52095","H3F3B","B2R4P9"
"52096","H3F3B","K7EK07"
"52097","H3F3B","K7ES00"
"52098","H3F3B","K7EMV3"
"52099","H3F3B","K7EP01"
"52100","SLAMF6P1",""
"52101","TRIM77","I1YAP6"
"52102","TRIM77","S4R3H6"
"52103","UHMK1","Q8TAS1"
"52104","UBTFL2",""
"52105","LINC01554",""
"52106","MPHOSPH9","Q99550"
"52107","MPHOSPH9","F5H1W2"
"52108","MPHOSPH9","J3KNE4"
"52109","MPHOSPH9","F5GYP5"
"52110","MPHOSPH9","U3KQJ0"
"52111","MPHOSPH9","A0A0A0MTP3"
"52112","MPHOSPH9","F5H798"
"52113","MPHOSPH9","F5H2I5"
"52114","MPHOSPH9","F5GYG6"
"52115","MPHOSPH9","U3KQD6"
"52116","MPHOSPH9","U3KQ61"
"52117","IZUMO4","Q1ZYL8"
"52118","IZUMO4","A0A087X1M1"
"52119","IZUMO4","A0A087X160"
"52120","IZUMO4","A0A0A0MS61"
"52121","UQCRBP2",""
"52122","PPIL4","Q8WUA2"
"52123","PPIL4","Q5T4S2"
"52124","A3GALT2","U3KPV4"
"52125","RPL8","P62917"
